11686	7.843648	0.912982	2
56567	5.209985	1.130184	1
37219	6.402207	0.817625	3
70431	10.698909	0.888870	1
4753	1.736375	0.527016	2
44869	11.507555	1.225965	3
59209	3.702817	0.075591	1
0	10.440393	1.223576	2
57739	1.185321	0.903177	1
8960	1.785831	0.222498	2
0	6.835523	0.844959	2
32013	2.777193	1.320457	1
1367	1.445041	1.483637	2
11285	9.700566	0.513159	3
63845	8.128630	1.405944	1
42461	8.922046	0.584286	3
49027	5.257329	0.526188	1
41180	11.368966	0.274732	3
27702	5.711057	0.090351	1
33172	7.736698	1.665586	3
63666	11.756868	0.906881	1
23043	7.223877	0.946681	3
9133	5.699733	0.214767	2
75946	11.097448	1.440289	1
42787	4.841407	1.133001	1
44027	4.493514	0.699791	1
40836	10.694225	0.465062	3
45844	13.292185	0.300672	3
41879	9.714060	1.420965	3
21811	11.269039	1.343125	3
7921	0.000000	0.799975	2
248	2.114359	1.196811	2
34665	10.269000	1.338248	3
69005	13.982442	1.169435	1
24049	9.964220	0.135940	3
38022	7.489003	0.241046	3
31806	11.446656	1.478146	3
69321	8.665977	0.445526	1
8288	2.085181	0.928375	2
59704	2.040161	0.505691	1
8250	2.823278	0.859087	2
73300	13.934080	0.368370	1
14377	1.972660	0.238552	2
36519	2.028007	0.683472	1
28157	9.199184	0.480044	3
17075	3.474523	0.751142	2
9013	3.174851	0.016476	2
31834	10.016316	0.871750	3
55010	6.309723	0.049964	3
12791	2.050363	1.426465	2
11317	0.625104	0.254856	2
69224	9.737673	1.340410	1
20725	12.098560	0.147405	3
72716	15.472623	1.164286	1
37828	1.186323	1.649199	1
4090	6.826461	1.122013	2
36992	7.691797	1.388625	3
156	5.524040	1.685929	2
31022	9.749963	1.679638	3
41622	10.407403	1.019540	3
44751	9.389502	1.049635	3
12790	4.590574	0.530106	2
9732	0.141362	1.395365	2
4252	2.782694	0.256323	2
69952	10.316221	0.016023	1
44173	5.870030	0.520063	3
57091	0.000000	0.723273	1
71332	3.689681	1.002233	1
61044	8.564659	1.310985	1
10599	1.348042	1.345898	2
51177	2.044799	0.929513	1
41539	10.322714	0.901466	3
55062	2.171698	0.075306	1
69774	6.534161	1.615001	1
38018	8.483006	1.144459	3
9303	0.000000	1.322954	2
66818	4.880198	1.572643	1
44110	8.010117	0.523666	3
7717	6.690745	1.246780	2
14129	1.912851	0.286527	2
41411	9.873856	0.695280	3
9120	3.823845	0.919740	2
41354	2.234878	0.897147	1
68907	12.330111	1.174108	1
69331	15.698385	0.015719	1
71552	16.471169	1.548569	1
17946	7.187254	1.109233	2
42906	10.479031	0.701117	3
60216	7.922630	0.439267	1
71780	10.820446	0.709988	1
51360	7.693299	1.368315	3
31502	9.007326	1.476822	3
63798	9.809704	0.927437	1
66594	9.997625	0.616833	1
2033	6.250207	0.086839	2
69822	13.980647	0.906865	1
15210	7.631175	0.808606	2
60111	6.918057	0.089901	1
41008	8.556535	0.423042	3
58344	4.408375	1.350425	1
11645	1.174794	1.463280	2
69346	8.520151	0.848167	1
41006	7.802670	0.408684	3
11628	10.309502	1.633437	3
50631	12.374848	0.277970	3
66279	7.160330	1.482374	1
72796	10.510578	1.681689	1
21778	12.049612	0.348093	3
44449	2.631118	1.027198	1
39765	2.093562	1.438657	1
63766	6.180249	0.964521	1
10896	0.856972	0.230854	2
71873	8.412533	1.259772	1
38084	9.350346	1.280597	3
45445	10.477996	0.617745	3
12526	4.349686	0.449668	2
36776	3.946260	0.470666	1
60160	9.933482	1.398444	3
10511	4.987844	0.649505	2
78682	11.173643	0.840443	1
29813	0.300965	1.569635	1
39058	7.727158	1.653410	3
9412	5.730903	0.156652	2
6446	5.008331	0.933806	2
51643	1.882122	1.450445	1
42004	11.968862	0.492419	3
34416	3.300690	0.024756	1
36172	2.337308	0.782857	1
36068	10.745758	1.588650	3
47277	1.892383	0.369888	1
24068	11.885696	1.530922	3
70581	6.915452	0.757322	1
33836	9.669291	0.120253	3
5833	5.840216	1.239714	2
14570	2.829443	0.153520	2
11966	1.609302	0.215535	2
43804	10.385182	1.614841	3
5614	4.904109	0.995049	2
39573	10.409839	0.841433	3
3808	4.002543	0.279511	2
24095	10.629082	0.871594	3
38772	9.674842	0.014182	3
37770	11.601571	1.465114	3
25945	6.081991	0.520230	3
25007	0.000000	1.145873	1
8928	4.299270	0.904119	2
28448	11.929006	0.743407	3
75890	17.869113	1.531326	1
42427	2.893055	0.988975	1
43930	3.830172	0.919769	1
34769	11.078520	1.638874	3
3465	6.259546	0.059728	2
65917	7.256583	0.806323	1
72974	9.144604	1.544091	1
73877	10.419275	1.479043	1
69059	13.269276	0.627237	1
46398	7.049821	1.113108	3
43575	12.221764	0.989445	3
72173	9.537968	0.575730	1
17072	10.434683	1.621877	3
6383	5.760836	0.987682	2
46120	4.186963	0.263519	1
31314	4.225664	0.239319	1
35229	9.647453	1.584330	3
12952	0.901702	1.370949	2
13944	0.000000	1.523458	2
44222	7.642178	1.117065	3
1274	2.968247	1.133869	2
70260	8.438487	0.741936	3
23430	3.344754	0.439859	1
45905	10.248250	1.111257	3
72523	9.053201	1.572347	1
40444	11.369615	0.976308	3
42091	10.120733	0.255152	3
17375	3.939412	1.216964	2
2343	5.651661	0.773670	2
36664	9.721470	1.662022	3
16888	0.000000	0.181831	2
25698	3.321900	0.088374	1
34674	7.205903	0.070885	3
20715	6.151102	1.157718	2
42298	8.498749	0.381792	3
28504	1.790865	1.030162	1
9730	0.000000	0.555870	2
39592	8.710757	1.163465	3
36548	4.864686	0.872737	3
43819	8.211921	0.946056	3
47992	11.066651	1.321946	3
8813	3.994926	1.576563	2
51218	2.479535	1.387394	1
4970	4.426965	1.621816	2
14742	9.565958	1.125881	3
65699	9.296529	1.183051	1
38529	4.784920	1.506490	1
27795	12.061258	1.344150	3
629	4.573993	0.657963	2
35406	3.327978	1.151091	1
63840	15.490246	0.633700	1
5636	3.333721	0.681020	2
63147	10.539086	0.624679	1
39278	8.858896	0.415214	3
3780	4.457354	1.249549	2
31231	9.897113	0.042703	3
35782	8.590687	1.311336	3
16658	1.688191	0.446762	2
57285	1.182587	1.496176	1
43044	9.822001	0.340560	3
30801	7.429383	0.932320	3
14099	0.000000	0.993524	2
21252	11.456146	1.105550	3
5978	0.729256	1.237833	2
52330	10.272835	0.257862	3
34060	8.247603	0.789120	3
40532	10.082665	1.456136	3
50396	12.307974	0.987103	3
76525	9.369206	0.581565	1
70381	9.999820	0.925300	1
57454	3.641875	1.498995	1
63605	12.437991	0.492981	3
12759	2.349157	1.012004	2
36752	10.104096	1.062980	3
81785	12.224888	0.088240	1
7616	1.388643	1.025546	2
54399	11.267032	0.245200	3
45396	4.439004	1.633739	1
52861	2.155120	1.669070	1
11065	2.261714	0.062474	2
14734	0.000000	1.475264	2
24626	11.970096	1.429137	3
40740	7.953311	0.587432	3
13627	2.525257	1.677999	2
4560	2.267922	1.143874	2
36104	3.469520	1.029524	1
10548	0.000000	0.147924	2
37089	14.279236	1.147167	3
11308	3.538015	0.265741	2
37755	11.182292	0.815964	3
9943	6.165466	1.289925	2
52173	10.988728	1.042979	3
53470	8.981193	0.170021	3
19190	0.827994	0.980405	2
6038	5.811108	0.920995	2
70585	9.664898	0.627095	1
3305	7.123593	0.244775	2
30476	2.487432	1.530195	1
10332	0.340245	0.249876	2
6733	7.375040	0.363825	2
38880	8.164431	1.057279	3
31148	10.840762	0.798597	3
36320	10.023787	1.095098	3
8292	1.076074	1.155092	2
12208	5.115954	0.837786	2
48469	9.646529	0.011534	3
48914	3.080096	1.593383	1
31801	2.363278	0.940476	1
37202	10.199357	1.211501	3
30344	9.291252	0.580215	3
49709	9.565547	0.942680	3
10529	3.097631	0.539404	2
13551	5.251660	0.262497	2
4687	4.711284	0.375824	2
16866	4.701503	0.543348	2
36588	10.899316	0.163841	3
24110	1.113296	1.309235	1
30165	1.786007	0.598269	1
13672	4.912493	0.945465	2
12275	5.942180	1.225420	2
36348	7.652563	0.160380	3
37420	12.515714	0.052347	3
33252	8.088406	1.310925	3
14673	8.928072	0.596929	3
13329	6.613006	1.095525	2
38490	11.096327	1.119353	3
77552	13.261299	1.658832	1
20229	0.000000	0.906418	2
72675	10.810277	0.080770	1
69533	8.384956	1.389570	1
6754	5.206364	1.326750	2
28240	9.186461	1.357779	3
31679	3.730930	0.618219	1
25505	7.277684	0.541303	3
28279	5.316613	0.872138	1
2550	3.804298	1.255507	2
64049	12.971998	0.431488	1
69928	12.692859	1.016000	1
78220	15.977948	1.151911	1
59338	5.738927	1.336873	1
32775	13.571782	0.516135	3
28134	8.098664	1.016135	3
66814	8.448601	0.518387	1
29919	2.297004	1.442139	1
8684	5.290355	0.932273	2
75276	17.129486	0.882070	1
12237	1.023056	0.479108	2
13267	2.592566	1.252693	2
13549	7.240528	0.751103	2
22873	10.179665	1.422620	3
14829	4.224551	1.302462	2
22434	9.977002	1.122252	3
8301	0.000000	1.289785	2
17599	3.029110	1.627844	2
42078	8.659327	0.447200	3
7192	11.025319	1.536326	2
30032	9.267793	0.569168	3
6520	2.148524	0.120064	2
3628	9.873405	1.452230	2
47535	4.387537	0.312720	1
35717	10.758444	1.088766	3
13967	9.361104	0.926069	3
42645	7.989977	0.763432	3
71032	2.916126	1.294154	1
12721	5.428223	0.139425	2
12237	0.000000	0.594698	2
14216	0.000000	0.022468	2
31873	11.791722	0.132843	3
69175	10.765594	0.850072	1
71656	16.564120	1.459079	1
13817	8.949580	0.418581	2
41944	5.268802	0.683310	3
28989	9.584431	1.519957	3
15806	4.084269	1.503281	2
42863	8.252796	0.808946	3
33427	5.129096	0.612050	1
32002	7.467032	0.175812	3
31906	9.003266	1.005135	3
11200	8.555165	1.528027	2
32764	3.314837	1.023966	1
62091	6.970864	1.592294	1
8164	1.638001	1.420841	2
15161	2.912913	0.675510	2
68882	6.383405	0.116985	1
11100	0.000000	0.786022	2
15461	3.024561	1.488798	2
26650	8.949324	1.329215	3
73987	9.757537	1.221346	1
35839	8.589785	0.101854	3
46007	10.528787	0.013072	3
46417	3.399748	0.557491	1
31481	3.213221	0.112587	1
35024	7.662854	0.407826	3
9271	2.615546	1.372617	2
15650	6.409581	0.087138	2
75105	9.547513	0.541589	1
13837	5.401349	0.543047	2
72029	13.765879	0.980439	1
26033	8.654535	1.304340	3
46578	1.741804	0.419508	1
12358	2.284636	0.859538	2
36928	8.429679	1.280305	3
70025	15.304830	0.957394	1
44904	12.572203	0.580962	3
39428	10.130145	0.039095	3
53482	3.472426	0.749590	1
70299	8.781211	0.540537	1
13162	10.669923	1.392118	2
32335	11.626055	0.220927	3
16579	0.695603	0.138247	2
